rank,key,name,affiliation,country,publications,senior_authorships,recent_publications,recency_ratio,trials_led,industry_trials,centrality_raw,focus,top_journals,active_years,region,citation_proxy,c_publications,c_seniority,c_recency,c_trials,c_citations,c_centrality,influence_score,tier,rising_star,whitespace
1517,fan_h,H S Fan,"State Key Laboratory of Experimental Hematology, National Clinical Research Center for Blood Diseases, Institute of Hematology & Blood Diseases Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Tianjin 300020, China.",China,2,0,1,0.5,0,0,0.02421635597352454,"Immunoglobulin M, In Situ Hybridization, Fluorescence, Plasma Cells, Prognosis","Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi, Frontiers in oncology",2021-2025,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,17.6,29.1,Tier 3,False,False
1518,ambrosio_f,Francesca Alessandra Ambrosio,"Dipartimento di Medicina Sperimentale e Clinica, Università degli Studi ""Magna Græcia"" di Catanzaro, Campus ""S. Venuta"", Viale Europa, 88100 Catanzaro, Italy.",Italy,2,0,1,0.5,0,0,0.02439045841230471,,"Pharmaceuticals (Basel, Switzerland), International journal of biological macromolecules",2023-2026,Europe,0,27.3,26.0,25.6,44.2,26.0,17.8,29.1,Tier 3,False,False
1519,alcaro_s,Stefano Alcaro,"Dipartimento di Scienze della Salute, Università ""Magna Græcia"" di Catanzaro, Campus ""S. Venuta"", 88100 Catanzaro, Italy.",Italy,2,0,1,0.5,0,0,0.02439045841230471,,"Pharmaceuticals (Basel, Switzerland), International journal of biological macromolecules",2023-2026,Europe,0,27.3,26.0,25.6,44.2,26.0,17.8,29.1,Tier 3,False,False
1520,viglietto_g,Giuseppe Viglietto,"Dipartimento di Medicina Sperimentale e Clinica, Università degli Studi ""Magna Græcia"" di Catanzaro, Campus ""S. Venuta"", Viale Europa, 88100 Catanzaro, Italy.",Italy,2,0,1,0.5,0,0,0.02439045841230471,,"Pharmaceuticals (Basel, Switzerland), International journal of biological macromolecules",2023-2026,Europe,0,27.3,26.0,25.6,44.2,26.0,17.8,29.1,Tier 3,False,False
1521,yue_h,Hong Yue,"Department of Cancer Biology, Dana-Farber Cancer Institute, Boston, MA, USA; Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA, USA.",USA,2,0,0,0.0,0,0,0.04962692473281234,"Ad26COVS1, Antibodies, Viral, Asymptomatic Diseases, BNT162 Vaccine, COVID-19, COVID-19 Vaccines","Cancer cell, World journal of clinical cases",2022-2022,North America,0,27.3,26.0,6.4,44.2,26.0,47.3,29.1,Tier 3,False,False
1522,xie_d,De-Huan Xie,"Department of Nasopharyngeal Carcinoma, State Key Laboratory of Oncology in South China, Sun Yat-sen University Cancer Center, Guangzhou, China.",China,2,0,1,0.5,0,0,0.023878818429067437,"Gene Expression Profiling, Genetic Heterogeneity, Mesenchymal Stem Cells, Single-Cell Analysis, Amyloidosis, Cysts","Clinical and translational medicine, Journal of cutaneous pathology",2021-2025,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,17.3,29.0,Tier 3,False,False
1523,takei_t,Tomomi Takei,"Department of Hematology, Japanese Red Cross Medical Center, Tokyo, JPN.",Unknown,2,0,1,0.5,0,0,0.02335359860195554,,"Cureus, British journal of haematology",2023-2026,Unknown,0,27.3,26.0,25.6,44.2,26.0,16.5,29.0,Tier 3,False,False
1524,nomurayogo_m,Moe Nomura-Yogo,"Department of Hematology, Japanese Red Cross Medical Center, Tokyo, JPN.",Unknown,2,0,1,0.5,0,0,0.02335359860195554,,"Cureus, British journal of haematology",2023-2026,Unknown,0,27.3,26.0,25.6,44.2,26.0,16.5,29.0,Tier 3,False,False
1525,yong_a,Angelina Yong,"Department of Haematology, The Royal Adelaide Hospital, SA Health, Adelaide, SA 5000, Australia.",Australia,2,0,1,0.5,0,0,0.023761340886620963,,"Biomedicines, British journal of haematology",2023-2026,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,16.9,29.0,Tier 3,False,False
1526,cornell_r,Robert F Cornell,"Vanderbilt University Medical Center, Nashville, Tennessee, USA.",USA,2,0,0,0.0,0,0,0.046672209479879115,"Dexamethasone, Bortezomib, Chromosome Aberrations, Chromosomes, Human, Pair 1, Dose-Response Relationship, Drug, Maximum Tolerated Dose","Cancer medicine, Journal of clinical oncology : official journal of the American Society of Clinical Oncology",2022-2022,North America,0,27.3,26.0,6.4,44.2,26.0,43.7,28.8,Tier 3,False,False
1527,lu_h,H Lu,"Department of Hematology, the First Affiliated Hospital of Nanjing Medical University, Jiangsu Province Hospital, Nanjing 210029, China.",China,2,0,1,0.5,0,0,0.022286556617363954,"Granulocyte Colony-Stimulating Factor, Etoposide, Cyclophosphamide, Hematopoietic Stem Cell Transplantation, Hematopoietic Stem Cells, Hematopoietic Stem Cell Mobilization","Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi, Frontiers in endocrinology",2022-2025,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,15.2,28.8,Tier 3,False,False
1528,honda_a,Akira Honda,"Department of Hematology and Oncology, Graduate School of Medicine, The University of Tokyo, 7-3-1 Hongo, Bunkyo-Ku, Tokyo, 113-8655, Japan.",Japan,2,0,0,0.0,0,0,0.04525846861057686,"Shock, Septic, Streptococcus agalactiae, Streptococcus pyogenes, Streptococcal Infections, Bacteremia, Epstein-Barr Virus Infections","Journal of infection and chemotherapy : official journal of the Japan Society of Chemotherapy, International journal of hematology",2023-2023,Asia-Pacific,0,27.3,26.0,6.4,44.2,26.0,42.6,28.7,Tier 3,False,False
1529,parihar_m,Mayur Parihar,"Laboratory Hematology and Cytogenetics, Tata Medical Center, Kolkata, West Bengal, India.",India,2,0,1,0.5,0,0,0.021568384858496766,"Bortezomib, Hematopoietic Stem Cell Transplantation, Induction Chemotherapy, Retrospective Studies","Indian journal of cancer, Indian journal of hematology & blood transfusion : an official journal of Indian Society of Hematology and Blood Transfusion",2023-2026,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,14.3,28.7,Tier 3,False,False
1530,feng_z,Z Y Feng,"Department of Hematology, Myeloma & Lymphoma Center, Second Affiliated Hospital of Naval Medical University, Shanghai 200003, China.",China,2,0,1,0.5,0,0,0.021163516175211703,"Case-Control Studies, Retrospective Studies, Lenalidomide, Prognosis, Central Nervous System","Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi, Frontiers in oncology",2022-2026,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,13.9,28.7,Tier 3,False,False
1531,maki_h,Hiroaki Maki,"Department of Hematology and Oncology, Graduate School of Medicine, The University of Tokyo, 7-3-1 Hongo, Bunkyo-Ku, Tokyo, 113-8655, Japan.",Japan,2,0,0,0.0,0,0,0.04525846861057686,"Shock, Septic, Streptococcus agalactiae, Streptococcus pyogenes, Streptococcal Infections, Bacteremia, Epstein-Barr Virus Infections","Journal of infection and chemotherapy : official journal of the Japan Society of Chemotherapy, International journal of hematology",2023-2023,Asia-Pacific,0,27.3,26.0,6.4,44.2,26.0,42.6,28.7,Tier 3,False,False
1532,guo_r,Rui Guo,"Department of Hematology, The First Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu 210029, China.",China,2,0,1,0.5,0,0,0.02079416094538052,"Prognosis, Chromosome Aberrations, Biomarkers, Tumor, Animals, Receptors, Immunologic, Mice","Chinese medical journal, Cell death & disease",2022-2025,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,13.1,28.6,Tier 3,False,False
1533,feng_l,L Feng,"Department of Biostatistics, The University of Texas MD Anderson Cancer Center, Houston, TX.",USA,2,0,0,0.0,0,0,0.04458918018542715,"Retrospective Studies, Cyclophosphamide, Dexamethasone, Thrombocytopenia, Oligopeptides, Antibodies, Monoclonal","Clinical lymphoma, myeloma & leukemia, Frontiers in pharmacology",2022-2023,North America,0,27.3,26.0,6.4,44.2,26.0,41.4,28.6,Tier 3,False,False
1534,ahmad_a,Aamir Ahmad,"Translational Research Institute & Dermatology Institute, Academic Health System, Hamad Medical Corporation, Doha, Qatar.",Qatar,2,0,1,0.5,0,0,0.020790237088999172,"Algorithms, Apoptosis, Computational Biology, Signal Transduction, Cell Line, Tumor, Pentacyclic Triterpenes","Advances in protein chemistry and structural biology, International review of cell and molecular biology",2023-2025,Middle East / GCC,0,27.3,26.0,25.6,44.2,26.0,13.0,28.6,Tier 3,False,False
1535,huang_t,Tzu-Chuan Huang,"Division of Hematology and Oncology Medicine, Department of Internal Medicine, Tri-Service General Hospital, National Defense Medical Center, Taipei 114, Taiwan.",Taiwan,2,0,1,0.5,0,0,0.019591684715354246,"Hematopoietic Stem Cell Transplantation, Thrombopoietin, Receptors, Thrombopoietin, Transplantation, Autologous, Recombinant Proteins, Hematopoiesis","Life (Basel, Switzerland), Transplantation and cellular therapy",2023-2025,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,11.8,28.5,Tier 3,False,False
1536,dai_j,Jingying Dai,"Sichuan Academy of Medical Sciences and Sichuan Provincial People's Hospital, School of Medicine, University of Electronic Science and Technology of China, Chengdu, China.",China,2,0,1,0.5,0,0,0.02026196005819205,,"Frontiers in pharmacology, Discover oncology",2022-2026,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,12.1,28.5,Tier 3,False,False
1537,finke_j,Jürgen Finke,"University Medical Center Freiburg, Department of Hematology, Oncology and Stem Cell Transplantation, Faculty of Medicine, University of Freiburg, 79106 Freiburg, Germany.",Germany,2,0,0,0.0,0,0,0.04340679806988794,"COVID-19 Vaccines, BNT162 Vaccine, COVID-19, SARS-CoV-2, T-Lymphocytes, Hematologic Neoplasms","Cancers, Nature cancer",2021-2023,Europe,0,27.3,26.0,6.4,44.2,26.0,40.0,28.4,Tier 3,False,False
1538,jiang_w,Wei Jiang,"Department of Oncology, The Affiliated Hospital of Jianghan University, Wuhan 430015, Hubei Province, China.",China,2,0,1,0.5,0,0,0.01933839428447568,"Bone Marrow, Hematopoietic Stem Cell Transplantation, Immunoglobulin G, Transplantation, Autologous, STAT3 Transcription Factor, Cell Differentiation","Zhongguo shi yan xue ye xue za zhi, Cells",2021-2026,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,10.9,28.4,Tier 3,False,False
1539,qin_c,Chunxia Qin,"Department of Nuclear Medicine, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, No. 1277 Jiefang Ave, Wuhan, 430022, Hubei Province, China.",China,2,0,1,0.5,0,0,0.019351656022113372,"Positron-Emission Tomography, Positron Emission Tomography Computed Tomography, Fluorodeoxyglucose F18, Retrospective Studies, Prognosis, Succinimides","European journal of nuclear medicine and molecular imaging, Theranostics",2023-2026,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,11.0,28.4,Tier 3,False,False
1540,gai_y,Yongkang Gai,"Department of Nuclear Medicine, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, No. 1277 Jiefang Ave, Wuhan, 430022, Hubei Province, China.",China,2,0,1,0.5,0,0,0.019351656022113372,"Positron-Emission Tomography, Positron Emission Tomography Computed Tomography, Fluorodeoxyglucose F18, Retrospective Studies, Prognosis, Succinimides","European journal of nuclear medicine and molecular imaging, Theranostics",2023-2026,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,11.0,28.4,Tier 3,False,False
1541,morris_e,Emma V Morris,"Nuffield Department of Surgical Sciences, University of Oxford, Oxford, UK; Oxford Centre for Translational Myeloma Research, University of Oxford, Oxford, UK.",Unknown,2,0,0,0.0,0,0,0.041933211068486326,"TNF Receptor-Associated Factor 3, Quality of Life, Osteoclasts, Bone Diseases, Autophagy, Glycosphingolipids","Translational oncology, Nature communications",2022-2022,Unknown,0,27.3,26.0,6.4,44.2,26.0,38.9,28.3,Tier 3,False,False
1542,baldoncini_m,Matias Baldoncini,"Neurosurgery, School of Medicine, University of Buenos Aires, Buenos Aires, ARG.",Unknown,2,0,1,0.5,0,0,0.017864070257497644,"Meningioma, Diagnosis, Differential, Meningeal Neoplasms","Cureus, Neurocirugia",2023-2026,Unknown,0,27.3,26.0,25.6,44.2,26.0,9.6,28.3,Tier 3,False,False
1543,derebail_s,Sanika Derebail,"Department of Medical Oncology, Dana Farber Cancer Institute, Harvard Medical School, Boston, MA, 02115, USA.",USA,2,0,0,0.0,0,0,0.041879368427543744,"Alternative Splicing, RNA Splicing Factors, Exons, Serine-Arginine Splicing Factors","Blood cancer journal, Frontiers in oncology",2022-2023,North America,0,27.3,26.0,6.4,44.2,26.0,38.7,28.3,Tier 3,False,False
1544,khot_a,Amit Khot,"Department of Haematology, Peter MacCallum Cancer Centre and Royal Melbourne Hospital, Melbourne, Australia.",Australia,2,0,1,0.5,0,0,0.01640822983711033,"Bortezomib, COVID-19, Dexamethasone, Pandemics, SARS-CoV-2, Qualitative Research","Expert review of hematology, JMIR research protocols",2021-2025,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,7.8,28.1,Tier 3,False,False
1545,demiroz_s,Şevki M Demiroz,"Thoracic Surgery, Gazi University Medical School, Ankara, TUR.",Unknown,2,0,1,0.5,0,0,0.016372901237921716,"Bone Neoplasms, Retrospective Studies, Prognosis, Turkey, Risk Assessment","Cureus, Joint diseases and related surgery",2021-2026,Unknown,0,27.3,26.0,25.6,44.2,26.0,7.6,28.1,Tier 3,False,False
1546,neves_m,Manuel Neves,"Fundação Champalimaud, Lisboa, Portugal.",Portugal,2,0,1,0.5,0,0,0.016327964271801446,,"Frontiers in oncology, EJHaem",2021-2024,Europe,0,27.3,26.0,25.6,44.2,26.0,7.2,28.0,Tier 3,False,False
1547,jandial_a,Aditya Jandial,"Department of Clinical Hematology and Medical Oncology, Postgraduate Institute of Medical Education and Research, Sector 12, 160012 Chandigarh, India.",India,2,0,1,0.5,0,0,0.01632047477744807,,Indian journal of hematology & blood transfusion : an official journal of Indian Society of Hematology and Blood Transfusion,2023-2025,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,7.0,28.0,Tier 3,False,False
1548,luo_t,T C Luo,"Department of Hematology, the Myeloma & Lymphoma Center, Changzheng Hospital, Naval Medical University, Shanghai 200433, China.",China,2,0,1,0.5,0,0,0.016350773733011546,"Prognosis, CD4-Positive T-Lymphocytes, Galectins, Hepatitis A Virus Cellular Receptor 2, Leukocytes, Mononuclear","Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi, Hematology (Amsterdam, Netherlands)",2022-2024,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,7.4,28.0,Tier 3,False,False
1549,li_k,Kai Li,"Department of Urology, 562131Binzhou Medical University Hospital, Binzhou Medical University Hospital, Binzhou City, China.",China,2,0,1,0.5,0,0,0.014898656457630204,"Kidney, Neoplasm Recurrence, Local, Nephrectomy, Plasmacytoma, Cytomegalovirus Retinitis, Retrospective Studies","The Journal of international medical research, Ocular immunology and inflammation",2021-2024,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,6.5,27.9,Tier 3,False,False
1550,dass_j,Jasmita Dass,"Department of Hematology, All India Institute of Medical Sciences, New Delhi, India.",India,2,0,1,0.5,0,0,0.014836795252225518,"Plasma Cells, Plasmacytoma, Primary Myelofibrosis, In Situ Hybridization, Fluorescence, Retrospective Studies, Cross-Sectional Studies","Journal of clinical and experimental hematopathology : JCEH, Journal of hematopathology",2023-2025,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,5.9,27.9,Tier 3,False,False
1551,mousavi_s,S Jamaleddin Mousavi,"Mines Saint-Étienne, University of Lyon, University of Jean Monnet, INSERM, Saint-Etienne, 42023, France.",France,2,0,1,0.5,0,0,0.014836795252225518,"Insulin-Like Growth Factor I, Vascular Endothelial Growth Factor A, Bone Marrow Cells, Computer Simulation","Computers in biology and medicine, Hematology, transfusion and cell therapy",2023-2026,Europe,0,27.3,26.0,25.6,44.2,26.0,5.9,27.9,Tier 3,False,False
1552,xie_j,Jinmei Xie,"Institute of Opto-electronics, Harbin Institute of Technology, 2 Yikuang Street, 150080, Harbin, China; National Key Laboratory on Tunable Laser, Harbin Institute of Technology, 2 Yikuang Street, 150080, Harbin, China.",China,2,0,1,0.5,0,0,0.013395479899776602,"Discriminant Analysis, Metal Nanoparticles, Multivariate Analysis, Principal Component Analysis, Spectrum Analysis, Raman, Hematologic Neoplasms","Analytica chimica acta, Frontiers in immunology",2022-2024,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,4.7,27.8,Tier 3,False,False
1553,huang_j,Jingcao Huang,"Department of Hematology, West China Hospital, Sichuan University, Chengdu610041, P. R. China.",China,2,0,0,0.0,0,0,0.03720422239013289,,"ACS omega, Biomedical optics express",2022-2023,Asia-Pacific,0,27.3,26.0,6.4,44.2,26.0,33.0,27.7,Tier 3,False,False
1554,cao_c,C Cao,"Department of Hematology, the Second Affiliated Hospital of Chongqing Medical University, Chongqing 400000.",Unknown,2,0,1,0.5,0,0,0.012066034680896705,"Monoclonal Gammopathy of Undetermined Significance, Paraproteinemias, Chronic Disease, Hemorrhage","Zhonghua xue ye xue za zhi = Zhonghua xueyexue zazhi, Cancer treatment and research communications",2022-2026,Unknown,0,27.3,26.0,25.6,44.2,26.0,3.7,27.7,Tier 3,False,False
1555,brito_a,Aurileia Aparecida Brito,"Nove de Julho University, São Paulo, SP, Brazil.",Brazil,2,0,1,0.5,0,0,0.013353115727002967,"Bone Marrow, Cytokines, Hematopoietic Stem Cell Transplantation, Transplantation, Autologous","Transplant immunology, Cureus",2022-2025,Latin America,0,27.3,26.0,25.6,44.2,26.0,4.3,27.7,Tier 3,False,False
1556,teng_y,Yao Teng,"Institute of Hematology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China.",China,2,0,1,0.5,0,0,0.011876460115305474,"Animals, Mice, Chromatin, RNA, Long Noncoding, RNA, Small Nucleolar, Mice, Inbred NOD","Frontiers in oncology, American journal of physiology. Cell physiology",2021-2024,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,3.3,27.6,Tier 3,False,False
1557,robert_n,Nicolas Robert,"Department of Biological Hematology, CHU Montpellier, Montpellier, France.",France,2,0,0,0.0,0,0,0.03472823163581348,"RecQ Helicases, Melphalan, DNA Repair, Drug Resistance","Frontiers in immunology, Frontiers in oncology",2022-2023,Europe,0,27.3,26.0,6.4,44.2,26.0,30.6,27.5,Tier 3,False,False
1558,herbaux_c,Charles Herbaux,"Institute of Human Genetics, UMR 9002 CNRS-UM, Montpellier, France.",France,2,0,0,0.0,0,0,0.03472823163581348,"RecQ Helicases, Melphalan, DNA Repair, Drug Resistance","Frontiers in immunology, Frontiers in oncology",2022-2023,Europe,0,27.3,26.0,6.4,44.2,26.0,30.6,27.5,Tier 3,False,False
1559,tang_j,Jialin Tang,"Department of Hematology, The First Affiliated Hospital of Chongqing Medical University, Chongqing, China.",China,2,0,1,0.5,0,0,0.00907681722777586,"Boron Compounds, Glycine, Prognosis, Retrospective Studies, Gene Amplification","Translational cancer research, Zhongguo shi yan xue ye xue za zhi",2023-2025,Asia-Pacific,0,27.3,26.0,25.6,44.2,26.0,2.0,27.5,Tier 3,False,False
1560,requirand_g,Guilhem Requirand,"Department of Biological Hematology, CHU Montpellier, Montpellier, France.",France,2,0,0,0.0,0,0,0.03472823163581348,"RecQ Helicases, Melphalan, DNA Repair, Drug Resistance","Frontiers in immunology, Frontiers in oncology",2022-2023,Europe,0,27.3,26.0,6.4,44.2,26.0,30.6,27.5,Tier 3,False,False
1561,dutrieux_l,Laure Dutrieux,"Department of Biological Hematology, CHU Montpellier, Montpellier, France.",France,2,0,0,0.0,0,0,0.03472823163581348,"RecQ Helicases, Melphalan, DNA Repair, Drug Resistance","Frontiers in immunology, Frontiers in oncology",2022-2023,Europe,0,27.3,26.0,6.4,44.2,26.0,30.6,27.5,Tier 3,False,False
1562,pasero_p,Philippe Pasero,"Institute of Human Genetics, UMR 9002 CNRS-UM, Montpellier, France.",France,2,0,0,0.0,0,0,0.03472823163581348,"RecQ Helicases, Melphalan, DNA Repair, Drug Resistance","Frontiers in immunology, Frontiers in oncology",2022-2023,Europe,0,27.3,26.0,6.4,44.2,26.0,30.6,27.5,Tier 3,False,False
1563,deboussac_h,Hugues de Boussac,"Diag2Tec, Montpellier, France.",France,2,0,0,0.0,0,0,0.03472823163581348,"RecQ Helicases, Melphalan, DNA Repair, Drug Resistance","Frontiers in immunology, Frontiers in oncology",2022-2023,Europe,0,27.3,26.0,6.4,44.2,26.0,30.6,27.5,Tier 3,False,False
